0.500000 0.500000 0.013313 0.012173
1.500000 0.500000 0.019113 -0.031367
2.500000 0.500000 0.017397 0.002677
3.500000 0.500000 0.001352 0.003136
4.500000 0.500000 0.031399 -0.000849
5.500000 0.500000 0.022829 -0.000824
6.500000 0.500000 0.018614 0.017183
7.500000 0.500000 0.005640 0.007849
8.500000 0.500000 0.005310 0.016060
9.500000 0.500000 0.012076 0.001603
10.500000 0.500000 0.011397 -0.001108
11.500000 0.500000 0.026781 -0.003482
12.500000 0.500000 0.022261 -0.011730
13.500000 0.500000 0.024227 0.006876
14.500000 0.500000 -0.000418 0.011375
15.500000 0.500000 -0.027204 -0.007148
16.500000 0.500000 0.025165 -0.013487
17.500000 0.500000 0.012017 -0.005970
18.500000 0.500000 0.026884 -0.027353
19.500000 0.500000 0.030049 0.005433
20.500000 0.500000 0.020141 -0.007481
21.500000 0.500000 0.008262 0.017873
22.500000 0.500000 0.035451 -0.015324
23.500000 0.500000 0.015170 -0.013181
24.500000 0.500000 0.038273 0.002971
25.500000 0.500000 0.017859 -0.003284
26.500000 0.500000 0.043570 -0.029263
27.500000 0.500000 0.056362 -0.000340
28.500000 0.500000 0.027317 0.004126
29.500000 0.500000 0.026239 0.012780
30.500000 0.500000 0.020864 0.004540
31.500000 0.500000 0.011686 -0.022771
32.500000 0.500000 0.028540 0.003611
33.500000 0.500000 0.025598 0.000518
34.500000 0.500000 0.014876 0.009005
35.500000 0.500000 0.012013 -0.005402
36.500000 0.500000 0.007981 -0.011682
37.500000 0.500000 0.020762 0.006187
38.500000 0.500000 0.019804 -0.018161
39.500000 0.500000 0.018823 -0.001609
40.500000 0.500000 0.005215 0.001759
41.500000 0.500000 0.021518 -0.013954
42.500000 0.500000 0.026342 0.011207
43.500000 0.500000 -0.005362 0.003910
44.500000 0.500000 0.018424 -0.004705
45.500000 0.500000 0.015501 -0.000001
46.500000 0.500000 -0.009305 0.032221
47.500000 0.500000 0.025630 -0.011741
48.500000 0.500000 0.010993 0.003769
49.500000 0.500000 0.008412 0.014679
50.500000 0.500000 -0.003235 0.024744
51.500000 0.500000 0.014269 -0.010422
0.500000 1.500000 -0.005372 0.003190
1.500000 1.500000 -0.004666 -0.015208
2.500000 1.500000 0.012099 0.001664
3.500000 1.500000 0.040376 0.004487
4.500000 1.500000 0.006494 0.003178
5.500000 1.500000 0.003887 -0.001436
6.500000 1.500000 -0.017127 0.006393
7.500000 1.500000 0.035779 -0.000757
8.500000 1.500000 -0.004654 -0.007416
9.500000 1.500000 0.016176 0.007535
10.500000 1.500000 -0.011222 0.006104
11.500000 1.500000 0.013000 -0.001579
12.500000 1.500000 -0.005509 0.011174
13.500000 1.500000 -0.012826 -0.001823
14.500000 1.500000 0.003078 0.004088
15.500000 1.500000 -0.003525 -0.008017
16.500000 1.500000 0.016578 -0.011035
17.500000 1.500000 0.018718 -0.012648
18.500000 1.500000 0.037979 -0.014407
19.500000 1.500000 -0.001215 0.010258
20.500000 1.500000 0.009811 0.025791
21.500000 1.500000 0.021471 0.000415
22.500000 1.500000 -0.000311 -0.001411
23.500000 1.500000 0.045528 -0.001577
24.500000 1.500000 0.019815 -0.007423
25.500000 1.500000 0.039288 0.003042
26.500000 1.500000 0.041986 -0.000377
27.500000 1.500000 0.043705 -0.008535
28.500000 1.500000 0.036234 0.049899
29.500000 1.500000 0.025172 0.002941
30.500000 1.500000 -0.000919 -0.000709
31.500000 1.500000 0.043812 0.003485
32.500000 1.500000 0.002555 -0.004639
33.500000 1.500000 0.031378 -0.000624
34.500000 1.500000 0.008622 0.009544
35.500000 1.500000 0.007833 -0.017967
36.500000 1.500000 -0.006636 -0.000533
37.500000 1.500000 -0.014381 -0.000952
38.500000 1.500000 0.022932 0.025844
39.500000 1.500000 -0.006854 0.017071
40.500000 1.500000 -0.005649 0.013213
41.500000 1.500000 0.006241 0.006070
42.500000 1.500000 0.008418 0.012942
43.500000 1.500000 -0.000278 0.003060
44.500000 1.500000 -0.006064 0.030278
45.500000 1.500000 -0.004025 -0.019514
46.500000 1.500000 0.005915 -0.025959
47.500000 1.500000 0.034554 -0.011849
48.500000 1.500000 0.033048 -0.020767
49.500000 1.500000 0.038241 0.018799
50.500000 1.500000 -0.009917 0.022317
51.500000 1.500000 0.012626 -0.046873
0.500000 2.500000 0.023525 0.026091
1.500000 2.500000 -0.025638 -0.010071
2.500000 2.500000 0.023989 -0.024756
3.500000 2.500000 0.003508 -0.014091
4.500000 2.500000 0.010709 0.009193
5.500000 2.500000 -0.008187 0.007590
6.500000 2.500000 -0.001823 0.007820
7.500000 2.500000 0.003552 -0.002513
8.500000 2.500000 -0.014336 -0.002794
9.500000 2.500000 0.005162 -0.033596
10.500000 2.500000 0.009473 -0.009261
11.500000 2.500000 0.010622 0.025820
12.500000 2.500000 -0.019719 0.000366
13.500000 2.500000 -0.020111 0.012810
14.500000 2.500000 0.003142 -0.008531
15.500000 2.500000 -0.012173 -0.003084
16.500000 2.500000 0.011822 0.013738
17.500000 2.500000 -0.007873 -0.019859
18.500000 2.500000 0.017433 -0.004073
19.500000 2.500000 0.013040 -0.005485
20.500000 2.500000 0.024451 0.000140
21.500000 2.500000 0.030665 0.000370
22.500000 2.500000 0.042621 -0.008339
23.500000 2.500000 0.024566 -0.025886
24.500000 2.500000 0.042924 -0.016772
25.500000 2.500000 0.024314 -0.008054
26.500000 2.500000 0.019209 -0.024682
27.500000 2.500000 0.002219 0.017300
28.500000 2.500000 -0.002385 -0.000543
29.500000 2.500000 0.005160 -0.001824
30.500000 2.500000 0.004127 0.004292
31.500000 2.500000 0.038948 0.015052
32.500000 2.500000 0.005481 0.033628
33.500000 2.500000 0.031299 -0.018455
34.500000 2.500000 0.024294 0.026228
35.500000 2.500000 0.000414 0.022880
36.500000 2.500000 0.014234 0.018610
37.500000 2.500000 -0.006868 0.004227
38.500000 2.500000 -0.002966 -0.019332
39.500000 2.500000 -0.017589 -0.047072
40.500000 2.500000 0.005245 -0.018074
41.500000 2.500000 0.004603 -0.007956
42.500000 2.500000 0.004395 0.013430
43.500000 2.500000 0.014363 0.004188
44.500000 2.500000 0.021486 0.013139
45.500000 2.500000 0.045037 0.020435
46.500000 2.500000 0.018587 -0.013971
47.500000 2.500000 0.013782 -0.020977
48.500000 2.500000 0.009135 0.010819
49.500000 2.500000 -0.026350 0.007095
50.500000 2.500000 0.017612 0.002059
51.500000 2.500000 0.029510 0.012719
0.500000 3.500000 0.023261 -0.025044
1.500000 3.500000 0.020378 0.009703
2.500000 3.500000 0.000955 0.020522
3.500000 3.500000 0.020505 0.001911
4.500000 3.500000 0.012877 -0.008070
5.500000 3.500000 -0.003904 -0.006477
6.500000 3.500000 -0.012500 0.017371
7.500000 3.500000 0.003248 0.017717
8.500000 3.500000 0.008627 0.003017
9.500000 3.500000 0.012426 -0.015928
10.500000 3.500000 0.002900 0.009872
11.500000 3.500000 -0.023334 0.015917
12.500000 3.500000 0.004817 -0.011994
13.500000 3.500000 0.014376 0.005769
14.500000 3.500000 -0.020038 -0.009224
15.500000 3.500000 0.009777 -0.021785
16.500000 3.500000 0.010579 -0.021811
