0.500000 0.500000 8.342000
1.500000 0.500000 8.385000
2.500000 0.500000 8.541000
3.500000 0.500000 8.259000
4.500000 0.500000 8.274000
5.500000 0.500000 8.074000
6.500000 0.500000 8.307000
7.500000 0.500000 7.962000
8.500000 0.500000 7.923000
9.500000 0.500000 7.890000
10.500000 0.500000 8.052000
11.500000 0.500000 8.261000
12.500000 0.500000 7.993000
13.500000 0.500000 8.021000
14.500000 0.500000 8.285000
15.500000 0.500000 8.126000
16.500000 0.500000 8.212000
17.500000 0.500000 8.269000
18.500000 0.500000 8.356000
19.500000 0.500000 8.190000
20.500000 0.500000 8.319000
21.500000 0.500000 7.885000
22.500000 0.500000 8.014000
23.500000 0.500000 8.186000
24.500000 0.500000 7.961000
25.500000 0.500000 8.055000
26.500000 0.500000 8.034000
27.500000 0.500000 7.984000
28.500000 0.500000 8.186000
29.500000 0.500000 8.414000
30.500000 0.500000 8.212000
31.500000 0.500000 8.207000
32.500000 0.500000 8.337000
33.500000 0.500000 8.124000
34.500000 0.500000 8.212000
35.500000 0.500000 8.316000
36.500000 0.500000 8.243000
37.500000 0.500000 8.403000
38.500000 0.500000 7.954000
39.500000 0.500000 8.286000
40.500000 0.500000 8.317000
41.500000 0.500000 8.382000
42.500000 0.500000 8.223000
43.500000 0.500000 8.090000
44.500000 0.500000 8.102000
45.500000 0.500000 8.113000
46.500000 0.500000 8.445000
47.500000 0.500000 8.137000
48.500000 0.500000 8.199000
49.500000 0.500000 8.062000
50.500000 0.500000 7.919000
51.500000 0.500000 8.224000

0.500000 1.500000 7.316000
1.500000 1.500000 7.650000
2.500000 1.500000 7.555000
3.500000 1.500000 7.694000
4.500000 1.500000 7.837000
5.500000 1.500000 7.553000
6.500000 1.500000 7.354000
7.500000 1.500000 7.208000
8.500000 1.500000 7.372000
9.500000 1.500000 7.589000
10.500000 1.500000 7.564000
11.500000 1.500000 7.542000
12.500000 1.500000 7.372000
13.500000 1.500000 7.214000
14.500000 1.500000 7.450000
15.500000 1.500000 7.528000
16.500000 1.500000 7.394000
17.500000 1.500000 7.394000
18.500000 1.500000 7.524000
19.500000 1.500000 7.642000
20.500000 1.500000 7.581000
21.500000 1.500000 7.239000
22.500000 1.500000 7.288000
23.500000 1.500000 7.258000
24.500000 1.500000 7.270000
25.500000 1.500000 7.356000
26.500000 1.500000 7.588000
27.500000 1.500000 7.611000
28.500000 1.500000 7.456000
29.500000 1.500000 7.635000
30.500000 1.500000 7.260000
31.500000 1.500000 7.221000
32.500000 1.500000 7.540000
33.500000 1.500000 7.509000
34.500000 1.500000 7.670000
35.500000 1.500000 7.350000
36.500000 1.500000 7.476000
37.500000 1.500000 7.430000
38.500000 1.500000 7.396000
39.500000 1.500000 7.404000
40.500000 1.500000 7.769000
41.500000 1.500000 7.287000
42.500000 1.500000 7.480000
43.500000 1.500000 7.469000
44.500000 1.500000 7.320000
45.500000 1.500000 7.558000
46.500000 1.500000 7.507000
47.500000 1.500000 7.556000
